,user,red_wine,white_wine,sparkling_wine,rosé_wine,content
377,CharlesRoseWine,0,0,0,0,"Gorgeous #Prosecco #Spumante notes of honey &amp; apple, delicious #sparkling #wine

Buy online: https://t.co/2nulQ32Nnr https://t.co/9k3FzBsp2f"
378,oc_thadd,0,0,1,0,Let me be your D'Angelus Sparkling wine Plug 🔥 https://t.co/BjsGpynWUe https://t.co/Ijh4ZpMhCH
379,winsordobbin,0,0,0,0,New @Jansz @sparkling #wine releases aimed to make colourful presents. #wines #winelovers #art #packaging  https://t.co/uNxuwZsn18 https://t.co/75LxGod9yZ
380,MajesticPorti,0,0,0,0,"Nothing makes an occasion sparkle like a bottle of fizz. And now, you can pick up your favourites for less with our latest offer. Save at least 25% on ALL #Champagne and #sparklingwine priced up to £100 when you Mix Any Six until 7th November.

https://t.co/ERpOQQgrSQ https://t.co/Z64podkyxA"
381,RobertsonUganda,0,1,0,0,"Pour a peach fruit drink of your choice, non alcoholic sweet sparkling white wine &amp; ice  into a large jug and stir.

Pour into glasses &amp; garnish with cherries &amp; orange slices. Enjoy!

#mocktailswithwine #wine #robertsonug https://t.co/dJ3L9ZXGrl"
382,majesticclith,0,0,1,0,"Save at least 25% on Champagne &amp; Sparkling Wine 🥂
Now the party season is here, it’s the perfect time to discover a new favourite that’ll impress your family and friends! 
We also have the amazing Nyetimber ‘Classic Cuvée’ open to taste in store!🥂 https://t.co/1yDHeYBbRg"
383,majesticredhill,0,0,1,0,"It's the weekend, we have 25% off Champagne and Sparkling wine, what better way to celebrate than Veuve! Open in store today! #champagne #tasting #veuveclicquot #sparklingwine #celebrate #weekendfun #redhill https://t.co/8gbaCX25It"
384,whiltonmarina,1,0,1,0,"For 2,000 followers and Halloween we are hosting a competition for not ONE but THREE lucky winners!
Simply:
👍 Like this post
💬 Comment &amp; Tag the person you would share a glass of 🍷 with
✔️ Share this post
For a chance to win a luxury red wine and sparkling wine gift set! https://t.co/uzxBQP0jcG"
385,FrancisHarrod1,0,0,0,0,"On the tray was a bottle of herb wine, different kinds of vodka, pickled mushrooms, rye cakes made with buttermilk, honey in the comb, still mead and sparkling mead, apples, nuts (raw and roasted), and nut-and-honey sweets."
386,signed_LV,0,0,0,0,I’m hosting my niece Halloween party 😭😂😂😂 they told me to bring some “children sparkling wine” 😂😭
387,MandyBee96,0,0,1,0,@GreekMythBitch @catrashowerhead @hazardforhealth @CATRASTITTIES Drinking sparkling wine saying “me &amp; who?” 🙃🥂
388,Perci57,0,0,1,0,"@LungaMrhetjha More like 🥯 bagel, avo, beacon, some green leaves for ambience, and unhealthy sauce.... Plus a whiff of orange juice and sparkling wine."
389,7BagongHutan,0,0,1,0,"@jellysemen Truth be told - I don't drink well.  I enjoy an occasional glass of champagne or sparkling wine, but that's it.  The effects - redness and rashes - are not worth it. 😅"
390,kaeyaquotes,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as Death After Noon. Delectable.
391,BestOfHungaryUK,0,0,0,0,"@mikeyb0012 @KlavsHenriksen @DanielLambert29 The best Hungarian sparkling winery called Kreinbacher, based in a volcanic area. The country has some real fine wine, white and red. We are importing over 70 different wines from Hungary, if you are interested take a look at:https://t.co/gJUtNjcdE6"
392,CavillJyckel,0,0,0,0,So my 13yo reminded me it’s Champagne Day … who am I to disappoint!! Cheers to ‘sparkling wine’
393,VinoTQM,0,0,1,0,"# N.V. Art Of Wine The Kiss Brut &gt; $18

¡Venga! &gt;&gt;&gt; https://t.co/eH8khtCMBa

Delicious 3.8 star wine from Marlborough. A Sparkling Wine with 92 ratings from the Vivino community.

#AD #vinoTQM #vino #vinotinto #vinoblanco #wine #españa https://t.co/6Ro68JbvKe"
394,EaglesDiplomat,0,0,0,0,@MikeSchiel8 @Talkin215 I’m gonna need more sparkling wine….. lol
395,malte_neuper,0,0,1,0,"@Shobenase Great news  
Well deserved champagne / sparkling wine. 
Thanks for your effort."
396,MadLoveMoms,1,0,1,0,"@titsoutforolli Water, champagne, sparkling wine, red wine &amp; whiskey"
397,ToshioUeno,0,0,0,0,"AWA Sparkling Sake tasting at American Wine Society conference’s Day 2 tasting session🍾 

#awasake #awasparklingsake #americanwinesociety #mtcsake #mutualtrading #sakeschoolofamerica https://t.co/2HSt1f3Bug"
398,EaglesDiplomat,0,0,0,0,@winsumbuc @jillann_11 @nina_alston @jonjohnsonwip @Talkin215 @WIPMorningShow @julie_mvp @mmtorres34 @erin_staudt @RealMamaEagle @immafoodie I knew I should have bought a bigger bottle of sparkling wine….
399,hourlykaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as Death After Noon. Delectable.
400,pplmyage,0,0,1,0,I see you bitches is enjoying my sparkling wine
401,foodandwine,0,0,0,0,"Next time you throw a party, build a champagne tower. https://t.co/EDohhVSQOp"
402,victoria_racing,0,0,1,0,I've got some strawberries now to pop in my sparkling wine Tweepies...cheers!.🥂 https://t.co/9gglbIXPR1
403,_cocktailbot,0,0,1,0,"Cocktail: Pish Posh Artemis. Recipe: 3 oz. sparkling wine, 2 oz. cachaça, 2 dashes sake"
404,Laurie0801,0,0,1,0,"@witt_manning I love a sparkling wine, especially champagne and Prosecco! I haven’t had Cava, must try it."
405,skeldred,0,0,1,0,"@_aboutdesouffl Did you pour the sparkling wine into the gin and Campari based cocktail, or will you admit that you are fucking with me"
406,DailyKaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion wine and the bitterness disappears completely. This concoction is known as 'Death after Noon.' Delectable.
407,hinterlandwine,0,0,1,0,"Whether real or imagined, the idea of a champagne shortage is truly horrifying. Luckily we have equally delicious locally grown sparkling wine at the Leslieville Farmers’ Market on Sunday (and it’s our last Leslieville market for 2022). @LeslieMarket #farmersfizz @ONCraftWineries https://t.co/z4WA8ea3Oy"
408,OohWee_itsVee,0,0,0,0,I have this fruity sparkling bottle of wine… I think I’m gonna drink it
409,Kr1ns3l,0,0,1,0,Heater smell makes me desire sparkling wine
410,DinkyWorld,0,0,1,0,Noble Miniature Bottle of Sparkling Wine for Your Dollhouse by DinkyWorld - https://t.co/ELq5GeQlJa https://t.co/VblJsYZq7E
411,MelShay,0,0,1,0,I need  Africans to know that Belaire is  not champagne it is sparkling wine. Thank you x
412,AriannaJakubow3,0,0,0,0,"Sutter Home Fre Sparkling Brut Non-Alcoholic Champagne Experience Bundle with Ice Packs, Corkscrew, Pop Socket, Seasonal Wine AS09SYX

https://t.co/O2mA8iMCU2 https://t.co/D9fl3XwFI3"
413,YaneYooone,0,0,0,0,"People who drink light beer (beer with sparkling water) are also the kind of people who drink sweet sprayed wine (with sprite).
I pray that they will find the right path every night"
414,sunsetfoglight,0,0,0,0,"@EliotJacobson @elonmusk 🤣🤣 @elonmusk, this is an offer you can't refuse!  food, wine, sparkling tesla &amp; climate conversation in one evening, all in lovely santa barbara."
415,santo_spirit,0,0,1,0,"Beware of the vampire's bite 🧛‍♂️ 

1.5 oz Santo Reposado
.75 oz Raspberry Liqueur
1.5 oz Sparkling wine

*it's recommended to keep a clove of garlic on your person when enjoying this cocktail https://t.co/jopaJrVYEf"
416,luchavino,0,0,0,0,Do you like Bubbles?  Of course you do!  How are you celebrating #internationalchampagneday?  The folks at @last_bubbles launched their site today. This is THE place for #sparkling #wine lovers. https://t.co/GIPat6UHhF
417,WineIndustryJob,0,0,0,0,"Senior - Sparkling/White Winemaker - Burge Barossa
@humanologyrecruitment #BurgeBarossa #Winemaker #winemaking #oenology #wineindustry #fermentation #wineindustry #Wine #wineries @WineSouthAus @BarossaWineAu #Barossa #WineJobs #WineIndustryJobs
https://t.co/1dLnLvJu64 https://t.co/63qo6zovsQ"
418,J_A_Goodwin,0,0,1,0,@paulapoundstone It's really just sparkling wine
419,metaleds,0,0,0,0,"BRO, THIS SPARKLING WINE???? Disgusting but????"
420,AllanaTachauer,0,0,1,0,I’m having a sparkling wine moment and I’m not mad about it.
421,NCWineGuys,0,0,1,0,Today we’re celebrating #ChampagneDay with the 2019 Chateau Reserve from @BiltmoreWines!  This is a traditional method sparkling wine made from Chardonnay. It has a toasty brioche profile with crisp acidity and fine bubbles. #NCWine #GotToBeNC #DrinkLocal https://t.co/t2o4OwVTOt
422,DowntownSpirits,0,0,1,0,"It's Global Champagne Day! Pop the cork, break out the flutes, and hear the beautiful sound of the sparkling wine bubbles as they hit the bottom of your glass. Cheers! 🥂 https://t.co/gbqwogx6rL"
423,BigLipdProblem,0,0,1,0,@jaeceethepoet @Tha_MikeB_Show Listen....they dont like sparkling wine or champagne 😭😭😭😭
424,Tha_MikeB_Show,0,0,0,0,@BigLipdProblem We talkn bout sparkling wine….you talkin bout DUSSE 😂😂😂
425,foodandrambling,0,0,0,0,"I always tell my guests they don't need to bring anything and I mean it, but ngl wine or flowers are always nice. Don't be like acquaintance who show up with a bottle of sparkling WATER for a wine exchange party and then take the most expensive wine available back home. https://t.co/mGdHGvuymp"
426,NaturallyBrass,0,0,0,0,@cpdjayhalstead Yeah it’s a good place to eat. I had them reserve a bottle of sparkling water and wine
427,handayeani,0,0,1,0,"A sparkling wine is also available, produced by the traditional method of bottle fermentation, resulting in a dry, yet full-flavoured fizz.9AZ"
428,AlabamaCrown,0,0,0,0,"@stellarosawines Moscato D'Asti is perfect to open this weekend. ✨ 

This semi-sweet and semi-sparkling wine has peach, apricot, and honey notes that are tasty until the last drop! https://t.co/7I47shLk9p"
429,imnickintl,0,0,1,0,"I don’t mind Belaire Rosé though I am by no means a rosé lover, I will tolerate it. 

This, however, I will not. This really is the most off putting flavour I have ever tasted across ANY beverage. But, for a sparkling wine this is an abomination. Tastes like stale cotton candy. https://t.co/WFZRDlvE8r"
430,Jake__Waters,0,0,0,0,@beaaeri @lily_marston I'm still not entirely sure what it even is. Is it a wine cooler? is it a vodka cooler? Is it just sparkling water with some booze in it? Please tell me lily hasn't given up Coors for sparkling water. 🤨😵‍💫😄
431,imnickintl,0,0,1,0,"Oh, how I miss this Champagne Bar. English sparkling wine is new to me, but there are quite a few lovely bottles on my list for when I next visit the UK. https://t.co/lsLKF52eMj"
432,PetersJVecrumba,0,0,1,0,"@e_zvirgzdins @Knoks @christogrozev @bellingcat Might be a tasty combo! I do miss my cheap Moldovan-brewed (not the only country exporting) Sovetskoe sparkling wine readily available in NYC.
Here in VA it's an hour drive, one way, away to find it, and at twice the price."
433,Sma5hingBlouse,0,0,1,0,@carrott777 My favourite sparkling wine is one called similar from Aldi and has always been called Blankety Blank in our house ❤️
434,AndrewJMullen,0,0,1,0,"@jonsopel Yep, that destabilising phenomenon was the foundations of the EU having been rocked ... &amp; it’s teetering 

It wont now take a lot for the whole damn thing to come crashing down

The English Sparkling Wine is ready on ice"
435,wineperfect,0,0,0,0,"According to the CGA, 1 in 3 consumers are planning to visit the US On Premise this weekend. This is your moment to shine, so don’t let fresh &amp; delicious wine hide away in the shadows. Instead, promote still &amp; sparkling by the glass offers that will delight and impress customers! https://t.co/yaDKOvSyBo"
436,legalminimum,0,0,0,0,@LizCGil @lindsbaefundeen We are drinking sparkling American wine in honor of her sparkling American personality.
437,wheats29626153,0,1,0,0,@Seagullrm So false advertising. The meat industry should take legal action to outlaw the use of the word meat being used  to describe a plant and chemical additives concoction-They did it for Champagne- everything else now called sparkling white wine or brut etc.
438,winsordobbin,0,0,0,0,Very artistic. A new look for special #Jansz sparkling #wine releases. @WineTasmania #bubbles https://t.co/V0uW62zvlm https://t.co/u3EKmsxE9t
439,Clay_C10,0,0,1,0,"Hockey twitter: “NHL players are the toughest athletes and the most humble and the best of all athletes in all sports.”

Also hockey twitter: “why does the Coyotes visitor locker room not have bidets and sparkling wine for these premier players?!? “"
440,mikeyb0012,0,0,1,0,"@KlavsHenriksen @DanielLambert29 Yeah - sparkling wine indeed. (Marketed locally as champagne, erroneously)"
441,ToshioUeno,0,0,0,0,"Chocolate &amp; Wine Tasting by Michele Padberg, she selected one #AWAsake, Dewatsuru AWA Sparkling Ashitahe paired with Coffee Chocolate! The bitterness of coffee &amp; cacao brought out sweetness of #DewatsuruAWAsparkling. 
The audience 😍 it❤️ 秋田清酒株式会社 
Thank you to Michele😊 https://t.co/VU1fCAYwsj"
442,silkacampbell,0,0,1,0,"@Anele Like you always say, It's only champagne if it comes from that part of the world, the rest is sparkling wine"
443,IrishTimesFood,0,0,1,0,How one Mayo man is growing grapes in north Co Dublin to make red and sparkling wine (via @IrishTimesFood) https://t.co/GL2Cs9Eb11
444,jacqui703,0,0,0,0,@RobertFillies1 @JerasIkehorn @Berlidge G'night Robert. Hitting the wine I see. Sparkling white for me.😊🤗♥️😴😴
445,KlavsHenriksen,0,0,1,0,@mikeyb0012 @DanielLambert29 That would be sparkling wine from Hungary.
446,TheNibble,0,0,0,0,"#GlobalChampagneDay is celebrated on the 4th Friday in October: today! This complex sparkling #wine originated in the Champagne region of France. While only wines made there can be called #Champagne, check out these sparklers from elsewhere. https://t.co/j4Vf7EGn9K #FoodHoliday https://t.co/x0z4jVBSpx"
447,BKPinot,0,0,1,0,New online sparkling wine resource -  https://t.co/dGen401ACi
448,Jer1dah,0,0,1,0,Discovered less than R200 sparkling wine and dessert wine. 😍❤️
449,CampdEstrelles,1,0,0,0,"@MaciaArnau Ha-ha, yes it has been a struggle! In those first couple of years before I planted more white grapes, I made sparkling rosé and sparkling red wine from my Grenache and Syrah so the Macabeo didn’t seem so little. 😳😂🍇"
450,TaqitoBurrito,0,0,1,0,"I typically don’t drink alcohol, so going out to nice restaurants can sometimes be a bummer as I LOVE my sparkling wine but don’t want to deal with my “Asian glow” much of the time. Thrilled to see more restaurants are offering larger spirit free beverage selections! 🍾🥂🍹🍸🍷 https://t.co/RGYRg1LF9k"
451,SkipMadsen,0,0,1,0,"@505timetoshine @tigertom72 @jeremyjojola You completely misunderstood me. Europe has purity of food and origin of food laws. Example, all sparkling wine can not be called champagne. Only Champagne from the area of Champagne can be labeled as Champagne. We don't have the same laws, hence Hatch is not location specific."
452,BoitumeloCaleb,0,0,0,0,"@PebblesNeo I've run out of wine 🍷 😑, I will be having sparkling water."
453,MalibuRumUS,0,0,0,1,"@Henry_LE74 the most beautiful beauty queen we’ve ever seen ✨ we’re going with a Malibu Scary Spritz for you! 

1 part Malibu Original 
3 parts Sparkling Rosé wine 
1/2 part fresh strawberries mashed up

Add Malibu &amp; strawberry purée into a wine glass. Add cubed ice &amp; top with Rosé!"
454,CampdEstrelles,0,0,1,0,"@MaciaArnau Before I planted my row of Parellada, making sparkling wine was in tiny amounts. It’s not much more annually now, just fifty bottles! 😳🍾"
455,ChrisWalkey,0,0,0,0,"Thank you to all the fine people who attended the 2022 @GlassOfBubbly Awards evening. Sparkling #Wine brings us joy and happy memories, immense diversity in talents and above all it brings us closer #together. https://t.co/C4id7MKYPC"
